81,მორეპოვერი  | 08.GE , თბილისი / (დიდუბე) ბაგრატიონი ვახუშტის სახელობის ხიდის მიმდებარე ტერიტორია ,405131094,995597145082, bagiri83@mail.ru ,  ,  , სამეურნეო და საყოფაცხოვრებო ნივთები , მამუკა ჩხეიძე , შ.პ.ს , მორეპოვერი ,  , https://www.08.ge/organizations/view/12336263
82,სოფელ ქიწნისის მეურნეობის სკოლამდელი აღზრდის საჯარო დაწესებულება  | 08.GE , გორი /  ქიწნისი სოფელი ,418471022, დროებით მიუწვდომელია , saagmzrdelogaertianeba@gmail.com ,  ,  , საბავშვო ბაღი , თამარ ზურიკაშვილი , ა.ა.ი.პ , სოფელ ქიწნისის მეურნეობის სკოლამდელი აღზრდის საჯარო დაწესებულება ,  , https://www.08.ge/organizations/view/12336300
83,არტ ბონუს პლუსი  | 08.GE , თბილისი / (ვაკე) ქუთათელაძე კალისტრატეს ქ. -6 ,405146550,995599196376, D.artbonus@yahoo.com ,  ,  ," არქიტექტურა, დიზაინერის მომსახურება, პროექტირება ", დავით ტყემალაძე , შ.პ.ს , არტ ბონუს პლუსი ,  , https://www.08.ge/organizations/view/12336261
84,ზოზანა გასოიანი  | 08.GE , თბილისი / (ისანი) ვაზისუბნის დას. 2 მ/რ - კ.10 ბ.57 ,1012001702,995599573611,  ,  ,  , ფართის იჯარა , ზოზანა გასოიანი , ი.მ , ზოზანა გასოიანი ,  , https://www.08.ge/organizations/view/12336259
85,მევლუდ მელაძის მართვის აკადემია  | 08.GE , თბილისი / (ვაკე) უნივერსიტეტის ქ. -6 ,402031911,995574001300, meladzemevlud@gmail.com ,  ,  , ავტოსკოლა , მევლუდ მელაძე , შ.პ.ს , მევლუდ მელაძის მართვის აკადემია ,  , https://www.08.ge/organizations/view/12336258
86,სოფტ რეიტინგ კონსალტ საქართველო  | 08.GE , თბილისი / (ვაკე) წყნეთი დაბა ცხრა აპრილის ქ. -6 ,454407954,995597773883, tazob1@rambler.ru ,  ,  , საკონსულტაციო მომსახურება , ნიკოლოზ აფაქიძე , შ.პ.ს , სოფტ რეიტინგ კონსალტ საქართველო ,  , https://www.08.ge/organizations/view/12336257
87,სადღეგრძელო  | 08.GE , მარნეული /  წერეთელი სოფელი ,28001043443,995599495901,  ,  ,  , რესტორანი , ვლადიმერ ქიმაძე , ი.მ , სადღეგრძელო ,  , https://www.08.ge/organizations/view/12336250
88,პოლო  | 08.GE , თბილისი / (სამგორი) ჯავახეთის ქ. -337მიმდებარე ტერიტორია ,426528947,995555418070, pololtd@mail.ru ,  , www.facebook.com/profile.php?id=100067673652923 , სასტუმრო , კობა შერმაზანაშვილი , შ.პ.ს , პოლო ,  , https://www.08.ge/organizations/view/12336244
89,ლორდსი  | 08.GE , თბილისი / (ისანი) ქეთევან წამებულის გამზ. -71 ,406122869,995599614747, beka_chikobava@yahoo.com ,  ,  , ფართის იჯარა , ბექა ჩიქობავა , შ.პ.ს , ლორდსი ,  , https://www.08.ge/organizations/view/12336243
90,სოფელ ნიქოზის  სკოლამდელი აღზრდის საჯარო დაწესებულება  | 08.GE , გორი /  ქვემო ნიქოზი სოფელი ,418471022, დროებით მიუწვდომელია , saagmzrdelogaertianeba@gmail.com ,  ,  , საბავშვო ბაღი , ლაურა კაპანაძე , ა.ა.ი.პ , სოფელ ნიქოზის  სკოლამდელი აღზრდის საჯარო დაწესებულება ,  , https://www.08.ge/organizations/view/12336236
91,ქიმიოთერაპიის და იმუნოთერაპიის კლინიკა  | 08.GE , ქუთაისი /  ცხრა აპრილის ქ. -8 ,412704596,995431272288, saroveliclinic@gmail.com , www.saroveliclinic.com , www.facebook.com/mardimedicalcentre , სამედიცინო დიაგნოსტიკური ცენტრი , ალექსანდრე ბაძგარაძე , შ.პ.ს , ქიმიოთერაპიის და იმუნოთერაპიის კლინიკა ,995599202074, https://www.08.ge/organizations/view/12336233
92,სოფელ უფლისციხის  სკოლამდელი აღზრდის საჯარო დაწესებულება  | 08.GE , გორი /  უფლისციხე სოფელი ,418471022, დროებით მიუწვდომელია , saagmzrdelogaertianeba@gmail.com ,  ,  , საბავშვო ბაღი , ჟუჟუნა ტერუნაშვილი , ა.ა.ი.პ , სოფელ უფლისციხის  სკოლამდელი აღზრდის საჯარო დაწესებულება ,  , https://www.08.ge/organizations/view/12336234
93,საროველი  | 08.GE , ქუთაისი /  ცხრა აპრილის ქ. -8 ,412704596, დროებით მიუწვდომელია , saroveliclinic@gmail.com , www.saroveliclinic.com , www.facebook.com/mardimedicalcentre , სამედიცინო დიაგნოსტიკური ცენტრი , ალექსანდრე ბაძგარაძე , შ.პ.ს , საროველი ,  , https://www.08.ge/organizations/view/12336232
94,სასუფეველი  | 08.GE , თბილისი / (გლდანი) ახმეტელის თეატრის მეტროს მიმდებარე ტერიტორია ,1001025738,995598710565,  ,  ,  , სარიტუალო მომსახურება , გიორგი ჩიტალაძე , შ.პ.ს , სასუფეველი ,  , https://www.08.ge/organizations/view/12336231
95,ქვევრი  | 08.GE , თბილისი / (მთაწმინდა) ამაღლების ქ. -6 ,404501357, დროებით მიუწვდომელია , gtsakadze@outlook.com ,  ,  , თიხის ნაწარმი , ჯონდო წაქაძე; გიორგი წაქაძე , შ.პ.ს , ქვევრი ,  , https://www.08.ge/organizations/view/12336227
96,გლობალ ლოჯისტიკს გრუპი  | 08.GE , თბილისი / (საბურთალო) ყაზბეგი ალექსანდრეს გამზ. -17 ,400004534,995322194447, zuragig@yahoo.com , www.globallogistics.ge ,  ," საავტომობილო გადაზიდვები, საზღვაო გადაზიდვები, სარკინიგზო გადაზიდვები, საჰაერო გადაზიდვები ", ზურაბ გიგაური , შ.პ.ს , გლობალ ლოჯისტიკს გრუპი ,995599646410, https://www.08.ge/organizations/view/12336228
97,ლაგი კაპიტალი  | 08.GE , თბილისი / (სამგორი) მოსკოვის გამზ. -14 ,402022459,995551227788, maikonatenadze1@gmail.com , www.lagi-group.ge , www.facebook.com/lagigroup , სამშენებლო მომსახურება , დავით კვირიკაძე , შ.პ.ს , ლაგი კაპიტალი ,  , https://www.08.ge/organizations/view/12336225
98,აგროჯორჯია,,,,,,,,,,,,
99,| 08.GE , მარნეული /  ჯანდარა სოფელი ,434165663,995591168878, turan.aze@gmail.com ,  ,  ," სათადარიგო ნაწილების იმპორტი, სათადარიგო ნაწილების მაღაზია ", ტურან გულიევი , შ.პ.ს , აგროჯორჯია ,  , https://www.08.ge/organizations/view/12336223
100,აგრო ჯორჯია 2016  | 08.GE , ქობულეთი /  თავისუფლების ქ. -23 ,446964777, დროებით მიუწვდომელია , tornikebejanidze@gmail.com ,  ,  , შხამქიმიკატების მაღაზია , თორნიკე ბეჟანიძე , შ.პ.ს , აგრო ჯორჯია 2016 ,  , https://www.08.ge/organizations/view/12336222
